,Title,Abstract,Owner,field,Key word,country,State,City,link of page
2744,تدوین نقشه راه داده کاوی(datamining) و مدیریت کاهش تلفات با بکار گیری تکنیک داده کاوی,*تعریف دقیق مسیله و تبیین ضرورت و اهمیت انجام تحقیق,شرکت مادر تخصصی مدیریت تولید، انتقال و توزیع نیروی برق ایران - توانیر,,['داده کاوی(datamining) ،  کاهش تلفات ، تکنیک داده کاوی'],ایران,کرمانشاه,,https://nan.ac/ViewNeed/2BD8ADBF93DB5E5BB264AED4A353BC31
2745,دفع و تصفیه و بازچرخانی پساب و فاضلاب,ایران ما با آب و هوایی گرم و خشک و منابع آبی نه‌ چندان زیاد، یکی از کشورهایی است که با کمبود این نعمت بزرگ مواجه است.مدیریت نکردن فاضلاب ‌های شهری و صنعتی، عدم تصفیه فاضلاب و رهاسازی آب ‌های آلوده به محیط، نه‌ تنها سبب آلودگی زیست محیطی می‌شود بلکه با ورود آلودگی ‌ها به آب‌ های تمیز، بیشتر به این منابع آسیب می‌زند. هم چنین پساب ‌های فاضلابی با نفوذ به منابع آبی زیرزمینی سبب آلودگی بیشتر آب می ‌شوند.لذا تصفیه فاضلاب دارای اهمیت فراوانی می باشد.,,,['تصفیه، دفع،فاضلاب'],ایران,سیستان وبلوچستان,زاهدان,https://nan.ac/ViewNeed/DC09D47EA8E0128A73C6C8A22216AEDF
2746,تعیین شاخص های نظم عمومی در کشور و تعریف مکانیسم هایی برای اجرایی شدن شاخص های  متناسب با شرایط بومی هر منطقه,,وزارت آموزش و پرورش,"علوم انسانی, تحقیق در عملیات",,ایران,تهران,تهران,https://nan.ac/ViewNeed/DD699BD2E7C8A6714F1114CD00E2493C
2747,دانش فنی تولید و نورد تخصصی سیم از جنس روی,این واحد صنعتی تولید کننده انواع سیم های بر پایه روی بوده و به منظور افزایش ظرفیت تولید و همچنین کاهش ضایعات حین تولید نیازمند اصلاح و بازطراحی مهندسی خط تولید و نورد سیسم روی می باشد .,توسعه صنعت شریف,"علوم پایه, فنی و مهندسی, مهندسی صنایع",,ایران,البرز,,https://nan.ac/ViewNeed/C41991C59EC224095328ECAB8ED6BD2E
2748,تعیین هندسه آبخوان دشت قزوین و ارایه مدلی مفهومی برای آن,با توجه به محدودیت های شدید کمی و کیفی منابع آب و,شرکت سهامی آب منطقه ای قزوین,,['هندسه-آب خوان-دشت-مدل-مفهومی'],ایران,قزوین,قزوین,https://nan.ac/ViewNeed/9809882E87DC939ED0F27D0706A36E80
2749,کارت شهروندی هوشمند و کارت پرسنلی رفاهی هوشمند,تا کنون توضیحات بیشتر این نیاز توسط پارک علم و فناوری کردستان به دبیرخانه نان ارائه نشده است,شهرداری مرکزی سنندج,"علوم انسانی, مدیریت دولتی",,ایران,کردستان,سنندج,https://nan.ac/ViewNeed/A7B7DB47E56A16FFC891D3172BBFBE41
2750,طراحی نظام انگیزشی و ترغیبی ویژه کارکنان حوزه اشتغال و حرفه آموزی,طراحی نظام انگیزشی و ترغیبی ویژه کارکنان حوزه اشتغال و حرفه آموزی,مرکز آموزش و پژوهش منطقه 8,"علوم انسانی, مدیریت کسب و کار, رفتار سازمانی و منابع انسانی",['نظام-انگیزشی-کارکنان-اشتغال-حرفه آموزی'],ایران,اصفهان,اصفهان,https://nan.ac/ViewNeed/3FA3684CE65C402FA75BD68D04A2D4A0
2751,تشخیص دقیق عوارض زمین,تشخیص دقیق عوارض زمین شامل جاده، ساختمان ها، پوشش های گیاهی، و درختان از روی تصاویر هوایی و استخراج خودکار و نمیه خودکار آن,پارک علم و فناوری قزوین,,['تشخیص-عوارض-زمین'],ایران,قزوین,قزوین,https://nan.ac/ViewNeed/E691807211F35034F93FFBEA90E08382
2752,پنل مدیریت ارتباط با نمایندگی‌های فروش,به منظور هماهنگی بین نمایندگی های فروش در سطح کشور احتیاج به پنل مدیریت ارتباط می باشد,شرکت قطعه سازی مهارت,,['ارتباطات، برنامه نویسی'],ایران,مرکزی,اراک,https://nan.ac/ViewNeed/8EADA88BD7F2D39A00CE9A447F5FEAC0
2753,مدیریت یکپارچه شرکت های تعاونی مصرف,یکی از دلایل عدم توان رقابتی تعاونیهای مصرف و عدم توسعه آنها نداشتن یکپارچی و سرمایه و توان مدیریتی لازم است که با یکپارچه سازی آنها و بهره گیری از تجربیات فروشگاههای زنجیره ای همچون افق کورش، جانبو و ... می توان این ظرفیت را برای تعاونیهای مصرف  ایجاد نمود.,وزارت تعاون، کار و رفاه اجتماعی (معاونت تعاون),,['تعاونی مصرف- مدیریت'],ایران,تهران,تهران,https://nan.ac/ViewNeed/C47635A9618A6D291B7B589D229E7BEC
2754,فناوری بکارگیری سیستم انتقال قدرت چرخ دنده ای (گیربکسی ) بجای انتقال قدرت تسمه ای در دستگاه پلت  خوراک طیور,تا کنون توضیحاتی در مورد این نیاز توسط پارک علم و فناوری گلستان به دبیرخانه نان ارائه نشده است,صنعت ،معدن  و تجارت - شرکت شهرکت ها,روابط عمومی و امور بین الملل,,ایران,گلستان,گرگان,https://nan.ac/ViewNeed/7F28EC98C63AF77EF9DBAFD95ABDEE15
2755,تخریب و خوردگی و طول عمر پایین در قالب اکسترود پرس اکستروژن,تخریب و خوردگی و طول عمر پایین در قالب اکسترود پرس اکستروژن,پژوهشگران راه شکوفایی پارس,"علوم پایه, فنی و مهندسی, مهندسی مکانیک",,ایران,,,https://nan.ac/ViewNeed/E4511D6213020E3636EA57EF48BE7088
2756,ساخت دستگاه اسکنر زمینی,یکی از نیازهای شرکت های آبفا داشتن دستگاه اسکنر زمینی است که با استفاده از آن بتوان لوله ها،,شرکت آب و فاضلاب استان یزد,فنی و مهندسی,['آب و فاضلاب، اسکنر، اسکنر زمینی'],ایران,یزد,یزد,https://nan.ac/ViewNeed/1B8CE1F8BFF451D2CDA985931A66093B
2757,ساخت انواع جدید دیفیوزرهای سرامیکی,*عنوان مشکل کلیدی قابل حل توسط پروژه,شرکت آب و فاضلاب استان بوشهر,,['دیفیزرها جهت هوادهی'],ایران,بوشهر,,https://nan.ac/ViewNeed/B2F7BA13D9F776EFC9BF3A87A3707BF3
2758,پراکسایدهای LP و MYPC که نقش آغازگر پلیمریزاسیون PVC را دارد,,شرکت پتروشیمی بندر امام,"علوم پایه, مهندسی نفت",,ایران,خوزستان,بندرماهشهر,https://nan.ac/ViewNeed/5BAF90AB529F5C6DF3306C2ECAB11498
2759,ارائه راهکاری جهت بازیافت و استفاده مجدد از دور ریز ناشی از تولید ظروف ملامین,ارائه راهکاری جهت بازیافت و استفاده مجدد از دورریز ناشی از تولید ظروف ملامین,,"علوم پایه, مهندسی محیط زیست",,ایران,,,https://nan.ac/ViewNeed/51061CBF365A980444B1F4D9DB3F3A83
2760,دانش فنی تولید مشتقات عصاره شیرین بیان ( اسید گلیسریزیک),دریافت دانش فنی و تکنولوژی تولید مشتقات عصاره شیرین بیان (اسید گلیسریزیک),,"کشاورزی و منابع طبیعی, علوم بهداشت",,ایران,,,https://nan.ac/ViewNeed/C78EC149E02F829CC06E6FDF4CDDB93D
2761,ﻓﺮﺁﻭﺭﯼ ﮔﯿﺎﻫﺎﻥ ﺩﺍﺭﻭﯾﯽ ﺑﺎ ﺍﺳﺘﻔﺎﺩﻩ ﺍﺯ ﻓﻨﺎﻭﺭﯼ ﻧﺎﻧﻮ,چربی با فشار زیاد (100 تا 2000 بار) از طریق استرس برشی (مؤلفه‌ای از تنش که بر سطح مقطع یک جسم اعمال می‌شود) بسیار زیاد تحت فشار قرار می‌گیرد که منجر به اختلال در ذرات به زیر میکرومتر یا محدوده نانومتر می‌شود (باعث شکست ذرات به ذرات ریزتر می‌شود). روش همگن‌سازی فشار قوی یک تکنیک بسیار معتبر و قدرتمند برای تولید در مقیاس بزرگ ناقل‌های چربی با ساختار نانو، ترکیب دارویی لیپیدها، اس ال ان ها(نانو ذرات لیپیدی جامد) و امولسیون‌های تزریقی است.,,,['فرآوری گیاهان دارویی'],ایران,البرز,کرج,https://nan.ac/ViewNeed/58EE8D5ECB837CE432E1FB6077F53A1E
2762,مدیریت بهینه مصرف انرژی و آب در کشتارگاه سالیذ  و مجموعه تولید خوراک دام.,مدیریت بهینه مصرف انرژی  در کشتارگاه سالیذ  و مجموعه تولید خوراک دام.,پارک علم و فناوری فارس,دامپزشکی,['مصرف انرژی'],ایران,فارس,شیراز,https://nan.ac/ViewNeed/DEB16621CBE28A47F5BDF5AFA838ED36
2763,تدوین روش و فرآیند پیشنهاد اقدامات پیشگیرانه بر پایه‌ نتایج مطالعات پایداری ولتاژ در شبکه برق,*تعریف دقیق مسیله و تبیین ضرورت و اهمیت انجام تحقیق,شرکت مادر تخصصی مدیریت تولید، انتقال و توزیع نیروی برق ایران - توانیر,,['پایداری ولتاژ ، شبکه برق'],ایران,تهران,,https://nan.ac/ViewNeed/44F70AC95A702D0D7675B74DE965A01D
2764,عمق سنجی و سنجش فاصله دو سطح,در این پروژه نیازمند این هستیم که با بهره‌گیری از روش پردازش تصویر فاصله بین دو سطح جهت پرس کاری، با اختلاف ارتفاع 0.4 میلیمتر را نسبت به یکدیگر بسنجیم و میزان این اختلاف را مشخص کنیم . دقت و تلورانس مورد نیاز در این تشخیص 0.01 +- می‌باشد و دستگاه مورد نظ,پارک علم وفناوری قزوین,,['عمق سنجی-فاصله-دو سطح'],ایران,قزوین,قزوین,https://nan.ac/ViewNeed/BDB58860FB6BE6D73C30AE6E7A35C4A8
2765,سامانه بانک اطلاعات و دانشنامه برخط فرهنگ، هنر و ادبیات استان کهگیلویه و بویراحمد,استان کهگیلویه و بویراحمد دارای سوابق تاریخی درخشان و گنجینه های فرهنگی، هنری و ادبی ویژه ای است که نیازمند بازشناسی و معرفی به جامعه و نسل جدید است. لذا ایجاد سامانه بانک اطلاعات و دانشنامه برخط فرهنگ، هنر و ادبیات استان کهگیلویه و بویراحمد مورد نظر پارک علم و فناوری با همکاری نهادهای فرهنگی استان است.,پارک علم و فناوری استان کهگیلویه و بویراحمد,"علوم انسانی, فنی و مهندسی, هنر, ایران شناسی, تاریخ, جامعه شناسی, جامعه شناسی فرهنگ, فلسفه هنر, مدیریت رسانه, مدیریت فناوری اطلاعات, مطالعات فرهنگی, مطالعات فرهنگی و رسانه, مهندسی کامپیوتر",['سامانه بانک اطلاعات، دانشنامه برخط، فرهنگ، هنر، ادبیات، فرهنگ بومی، استان کهگیلویه و بویراحمد'],ایران,کهگیلویه وبویراحمد,یاسوج,https://nan.ac/ViewNeed/AAD3A1BD661222B250D444E90578DD53
